failure_event_id,asset_id,pm_event_id_context,failure_date,ticket_open_date,ticket_close_date,failure_category,severity,priority,description,downtime_hours,labor_hours,labor_cost,material_cost,other_costs,total_cost,root_cause,region,environment_type,model
FAIL_003129,GEN_0660,PM_006537,2024-01-15,2024-01-15,2024-01-15,Cooling,Medium,Normal,Cooling issue observed after PM cycle,5.69,3.21,330.58,1346.88,212.91,1559.79,Electrical instability,West,Rural,CAT-450
FAIL_003130,GEN_0661,PM_006546,2023-04-10,2023-04-10,2023-04-10,Oil,Medium,Normal,Oil issue observed after PM cycle,6.92,3.61,336.65,424.2,136.71,560.91,Wear and tear,North,Cold,MTU-480
FAIL_003131,GEN_0661,PM_006546,2023-06-04,2023-06-04,2023-06-04,Starter,Low,Normal,Starter issue observed after PM cycle,8.74,1.61,173.83,1169.13,119.41,1288.54,Wear and tear,North,Cold,MTU-480
FAIL_003132,GEN_0661,PM_006547,2023-08-14,2023-08-14,2023-08-14,Battery,Medium,Normal,Battery issue observed after PM cycle,7.25,2.57,236.88,1126.1,243.81,1369.91,Wear and tear,North,Cold,MTU-480
FAIL_003133,GEN_0661,PM_006549,2024-05-08,2024-05-08,2024-05-08,Oil,Medium,Normal,Oil issue observed after PM cycle,2.66,3.76,356.67,1026.04,201.71,1227.75,Heat stress,North,Cold,MTU-480
FAIL_003134,GEN_0661,PM_006553,2025-11-06,2025-11-06,2025-11-06,Battery,Medium,Normal,Battery issue observed after PM cycle,4.75,5.21,562.2,1292.67,222.32,1514.99,Electrical instability,North,Cold,MTU-480
FAIL_003135,GEN_0661,PM_006553,2025-12-08,2025-12-08,2025-12-08,Oil,Medium,Normal,Oil issue observed after PM cycle,9.53,2.76,277.84,1488.63,253.66,1742.29,Wear and tear,North,Cold,MTU-480
FAIL_003136,GEN_0662,PM_006556,2023-07-17,2023-07-17,2023-07-17,Cooling,Medium,Normal,Cooling issue observed after PM cycle,4.25,3.08,215.04,876.47,119.47,995.94,Wear and tear,Central,Coastal,CAT-450
FAIL_003137,GEN_0662,PM_006559,2024-06-23,2024-06-23,2024-06-23,Control Panel,High,High,Control Panel issue observed after PM cycle,6.04,5.96,395.55,1542.49,204.6,1747.09,Overdue maintenance,Central,Coastal,CAT-450
FAIL_003138,GEN_0662,PM_006561,2024-12-22,2024-12-22,2024-12-22,Battery,Low,Normal,Battery issue observed after PM cycle,7.98,2.75,296.01,593.11,181.05,774.16,Wear and tear,Central,Coastal,CAT-450
FAIL_003139,GEN_0662,PM_006564,2025-11-03,2025-11-03,2025-11-03,Cooling,Low,Normal,Cooling issue observed after PM cycle,2.55,2.48,214.38,398.49,175.08,573.57,Wear and tear,Central,Coastal,CAT-450
FAIL_003140,GEN_0663,PM_006566,2023-07-15,2023-07-15,2023-07-15,Battery,Low,Normal,Battery issue observed after PM cycle,4.59,2.98,320.37,300.19,180.51,480.7,Wear and tear,East,Coastal,CAT-450
FAIL_003141,GEN_0663,PM_006566,2023-07-27,2023-07-27,2023-07-27,Battery,Medium,Normal,Battery issue observed after PM cycle,6.53,2.56,181.97,1135.12,169.89,1305.01,Heat stress,East,Coastal,CAT-450
FAIL_003142,GEN_0663,PM_006567,2024-01-16,2024-01-16,2024-01-16,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,8.05,2.55,201.49,818.4,206.04,1024.44,Fuel contamination,East,Coastal,CAT-450
FAIL_003143,GEN_0663,PM_006568,2024-04-17,2024-04-17,2024-04-17,Fuel,High,High,Fuel issue observed after PM cycle,11.42,5.87,465.35,1515.04,181.52,1696.56,Corrosion,East,Coastal,CAT-450
FAIL_003144,GEN_0663,PM_006569,2024-10-10,2024-10-10,2024-10-10,Oil,Medium,Normal,Oil issue observed after PM cycle,6.91,2.07,223.1,1356.95,212.31,1569.26,Heat stress,East,Coastal,CAT-450
FAIL_003145,GEN_0663,PM_006570,2025-01-30,2025-01-30,2025-01-30,Alternator,Medium,Normal,Alternator issue observed after PM cycle,4.34,5.36,466.6,912.21,166.63,1078.84,Electrical instability,East,Coastal,CAT-450
FAIL_003146,GEN_0664,PM_006575,2023-05-15,2023-05-15,2023-05-15,Fuel,High,High,Fuel issue observed after PM cycle,6.65,4.74,316.46,2083.35,185.15,2268.5,Overdue maintenance,Central,Urban,GENX-550
FAIL_003147,GEN_0664,PM_006576,2023-09-22,2023-09-22,2023-09-22,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,1.0,3.86,283.5,1002.3,199.52,1201.82,Overdue maintenance,Central,Urban,GENX-550
FAIL_003148,GEN_0664,PM_006578,2024-04-10,2024-04-10,2024-04-10,Cooling,Low,Normal,Cooling issue observed after PM cycle,2.95,4.96,356.25,1306.61,210.75,1517.36,Heat stress,Central,Urban,GENX-550
FAIL_003149,GEN_0664,PM_006579,2024-06-16,2024-06-16,2024-06-16,Fuel,Low,Normal,Fuel issue observed after PM cycle,7.35,2.85,283.81,684.75,199.12,883.87,Overdue maintenance,Central,Urban,GENX-550
FAIL_003150,GEN_0664,PM_006580,2024-09-21,2024-09-21,2024-09-21,Battery,Medium,Normal,Battery issue observed after PM cycle,6.19,3.89,344.31,465.54,212.81,678.35,Wear and tear,Central,Urban,GENX-550
FAIL_003151,GEN_0664,PM_006582,2025-05-22,2025-05-22,2025-05-22,Fuel,Medium,Normal,Fuel issue observed after PM cycle,3.6,5.85,558.84,1065.61,177.84,1243.45,Corrosion,Central,Urban,GENX-550
FAIL_003152,GEN_0665,PM_006591,2024-08-16,2024-08-16,2024-08-16,Control Panel,Critical,High,Control Panel issue observed after PM cycle,8.6,6.97,592.56,1548.94,228.31,1777.25,Overdue maintenance,South,Cold,CUM-500
FAIL_003153,GEN_0665,PM_006591,2024-08-24,2024-08-24,2024-08-24,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,4.95,4.08,334.46,735.74,215.89,951.63,Wear and tear,South,Cold,CUM-500
FAIL_003154,GEN_0665,PM_006593,2025-02-24,2025-02-24,2025-02-24,Cooling,Low,Normal,Cooling issue observed after PM cycle,4.34,3.44,317.45,995.01,196.51,1191.52,Electrical instability,South,Cold,CUM-500
FAIL_003155,GEN_0665,PM_006593,2025-02-26,2025-02-26,2025-02-26,Cooling,Low,Normal,Cooling issue observed after PM cycle,5.73,5.07,397.22,437.32,254.72,692.04,Overdue maintenance,South,Cold,CUM-500
FAIL_003156,GEN_0666,PM_006602,2024-08-24,2024-08-24,2024-08-24,Starter,Medium,Normal,Starter issue observed after PM cycle,3.24,2.4,157.22,950.94,152.65,1103.59,Wear and tear,North,Cold,MTU-480
FAIL_003157,GEN_0666,PM_006606,2025-09-07,2025-09-07,2025-09-07,Fuel,Low,Normal,Fuel issue observed after PM cycle,6.38,5.13,470.72,1037.94,208.45,1246.39,Heat stress,North,Cold,MTU-480
FAIL_003158,GEN_0667,PM_006612,2024-04-12,2024-04-12,2024-04-12,Battery,Medium,Normal,Battery issue observed after PM cycle,10.43,4.0,318.17,621.68,178.54,800.22,Electrical instability,West,Hot-Dry,GENX-550
FAIL_003159,GEN_0667,PM_006613,2024-06-25,2024-06-25,2024-06-25,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,4.84,2.24,208.38,634.11,217.75,851.86,Wear and tear,West,Hot-Dry,GENX-550
FAIL_003160,GEN_0668,PM_006621,2023-06-15,2023-06-15,2023-06-15,Alternator,High,High,Alternator issue observed after PM cycle,7.06,6.58,609.07,1218.55,174.7,1393.25,Wear and tear,South,Rural,CUM-500
FAIL_003161,GEN_0668,PM_006622,2023-09-14,2023-09-14,2023-09-14,Alternator,Medium,Normal,Alternator issue observed after PM cycle,3.81,1.0,90.26,464.44,171.42,635.86,Overdue maintenance,South,Rural,CUM-500
FAIL_003162,GEN_0668,PM_006623,2023-12-26,2023-12-26,2023-12-26,Fuel,Medium,Normal,Fuel issue observed after PM cycle,2.91,1.89,168.07,788.62,112.79,901.41,Wear and tear,South,Rural,CUM-500
FAIL_003163,GEN_0668,PM_006623,2023-12-28,2023-12-28,2023-12-28,Fuel,High,High,Fuel issue observed after PM cycle,8.9,6.85,653.83,1475.93,104.44,1580.37,Corrosion,South,Rural,CUM-500
FAIL_003164,GEN_0668,PM_006626,2024-09-07,2024-09-07,2024-09-07,Control Panel,High,High,Control Panel issue observed after PM cycle,13.8,5.12,336.75,1155.15,248.25,1403.4,Fuel contamination,South,Rural,CUM-500
FAIL_003165,GEN_0668,PM_006628,2025-03-11,2025-03-11,2025-03-11,Cooling,High,High,Cooling issue observed after PM cycle,10.71,6.46,525.14,1405.67,155.33,1561.0,Overdue maintenance,South,Rural,CUM-500
FAIL_003166,GEN_0669,PM_006635,2024-01-11,2024-01-11,2024-01-11,Starter,Low,Normal,Starter issue observed after PM cycle,5.55,4.62,324.44,631.82,304.63,936.45,Corrosion,East,Rural,CUM-500
FAIL_003167,GEN_0669,PM_006635,2024-01-27,2024-01-27,2024-01-27,Cooling,Medium,Normal,Cooling issue observed after PM cycle,3.48,2.41,223.51,1184.0,124.85,1308.85,Heat stress,East,Rural,CUM-500
FAIL_003168,GEN_0669,PM_006640,2025-04-01,2025-04-01,2025-04-01,Cooling,Medium,Normal,Cooling issue observed after PM cycle,2.54,4.39,287.33,777.39,80.0,857.39,Wear and tear,East,Rural,CUM-500
FAIL_003169,GEN_0669,PM_006640,2025-04-10,2025-04-10,2025-04-10,Battery,Medium,Normal,Battery issue observed after PM cycle,3.91,5.56,427.78,1150.27,191.44,1341.71,Corrosion,East,Rural,CUM-500
FAIL_003170,GEN_0670,PM_006648,2024-04-12,2024-04-12,2024-04-12,Battery,Medium,Normal,Battery issue observed after PM cycle,8.85,4.03,382.39,618.13,162.04,780.17,Electrical instability,Central,Rural,GENX-550
FAIL_003171,GEN_0670,PM_006653,2025-06-18,2025-06-18,2025-06-18,Battery,Medium,Normal,Battery issue observed after PM cycle,5.72,3.75,250.2,744.61,215.99,960.6,Heat stress,Central,Rural,GENX-550
FAIL_003172,GEN_0670,PM_006654,2025-09-18,2025-09-18,2025-09-18,Fuel,Critical,High,Fuel issue observed after PM cycle,5.62,3.52,249.24,1582.41,169.96,1752.37,Fuel contamination,Central,Rural,GENX-550
FAIL_003173,GEN_0670,PM_006654,2025-11-23,2025-11-23,2025-11-23,Starter,Medium,Normal,Starter issue observed after PM cycle,11.31,4.74,402.07,1247.99,197.01,1445.0,Overdue maintenance,Central,Rural,GENX-550
FAIL_003174,GEN_0671,PM_006656,2023-05-18,2023-05-18,2023-05-18,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,7.55,3.16,234.79,863.24,151.19,1014.43,Wear and tear,Central,Hot-Dry,KOH-400
FAIL_003175,GEN_0671,PM_006660,2024-05-07,2024-05-07,2024-05-07,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,5.54,3.91,372.23,511.4,170.33,681.73,Electrical instability,Central,Hot-Dry,KOH-400
FAIL_003176,GEN_0671,PM_006662,2024-12-12,2024-12-12,2024-12-12,Cooling,Medium,Normal,Cooling issue observed after PM cycle,4.8,4.12,297.12,1008.74,173.38,1182.12,Heat stress,Central,Hot-Dry,KOH-400
FAIL_003177,GEN_0671,PM_006664,2025-05-30,2025-05-30,2025-05-30,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,5.25,4.47,295.17,385.07,121.63,506.7,Overdue maintenance,Central,Hot-Dry,KOH-400
FAIL_003178,GEN_0671,PM_006666,2025-12-27,2025-12-27,2025-12-27,Starter,Low,Normal,Starter issue observed after PM cycle,4.46,1.85,175.49,875.38,195.02,1070.4,Electrical instability,Central,Hot-Dry,KOH-400
FAIL_003179,GEN_0672,PM_006674,2025-01-02,2025-01-02,2025-01-02,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,2.57,2.74,247.06,752.73,229.0,981.73,Overdue maintenance,East,Rural,CAT-450
FAIL_003180,GEN_0672,PM_006674,2025-01-02,2025-01-02,2025-01-02,Oil,Medium,Normal,Oil issue observed after PM cycle,2.92,3.61,281.47,998.93,129.83,1128.76,Corrosion,East,Rural,CAT-450
FAIL_003181,GEN_0672,PM_006674,2025-02-04,2025-02-04,2025-02-04,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,7.24,3.58,351.48,1008.5,232.87,1241.37,Overdue maintenance,East,Rural,CAT-450
FAIL_003182,GEN_0672,PM_006676,2025-08-26,2025-08-26,2025-08-26,Fuel,Medium,Normal,Fuel issue observed after PM cycle,6.34,3.67,369.23,1276.83,164.8,1441.63,Wear and tear,East,Rural,CAT-450
FAIL_003183,GEN_0672,PM_006676,2025-08-27,2025-08-27,2025-08-27,Oil,Medium,Normal,Oil issue observed after PM cycle,6.06,2.18,191.41,812.05,92.46,904.51,Wear and tear,East,Rural,CAT-450
FAIL_003184,GEN_0672,PM_006676,2025-08-29,2025-08-29,2025-08-29,Fuel,Medium,Normal,Fuel issue observed after PM cycle,6.99,4.16,343.42,919.9,150.32,1070.22,Overdue maintenance,East,Rural,CAT-450
FAIL_003185,GEN_0673,PM_006678,2023-02-08,2023-02-08,2023-02-08,Alternator,Low,Normal,Alternator issue observed after PM cycle,6.66,1.24,95.24,595.89,181.42,777.31,Overdue maintenance,East,Urban,MTU-480
FAIL_003186,GEN_0673,PM_006680,2023-11-11,2023-11-11,2023-11-11,Oil,High,High,Oil issue observed after PM cycle,12.9,6.27,548.77,1786.87,227.22,2014.09,Wear and tear,East,Urban,MTU-480
FAIL_003187,GEN_0673,PM_006685,2025-07-18,2025-07-18,2025-07-18,Oil,Medium,Normal,Oil issue observed after PM cycle,8.01,3.57,367.59,1091.82,160.72,1252.54,Fuel contamination,East,Urban,MTU-480
FAIL_003188,GEN_0674,PM_006690,2024-03-14,2024-03-14,2024-03-14,Battery,High,High,Battery issue observed after PM cycle,10.43,3.4,236.62,1911.61,191.49,2103.1,Corrosion,North,Urban,CAT-450
FAIL_003189,GEN_0674,PM_006694,2025-01-26,2025-01-26,2025-01-26,Fuel,Medium,Normal,Fuel issue observed after PM cycle,9.83,3.81,361.25,1182.62,86.45,1269.07,Corrosion,North,Urban,CAT-450
FAIL_003190,GEN_0674,PM_006695,2025-05-24,2025-05-24,2025-05-24,Cooling,Low,Normal,Cooling issue observed after PM cycle,8.59,3.13,210.55,1046.5,135.62,1182.12,Wear and tear,North,Urban,CAT-450
FAIL_003191,GEN_0675,PM_006699,2023-09-12,2023-09-12,2023-09-12,Fuel,Medium,Normal,Fuel issue observed after PM cycle,4.68,3.98,391.5,875.48,104.16,979.64,Wear and tear,West,Coastal,CAT-450
FAIL_003192,GEN_0675,PM_006702,2024-05-20,2024-05-20,2024-05-20,Starter,Low,Normal,Starter issue observed after PM cycle,6.11,3.01,327.54,788.27,154.1,942.37,Wear and tear,West,Coastal,CAT-450
FAIL_003193,GEN_0675,PM_006703,2024-09-04,2024-09-04,2024-09-04,Battery,Medium,Normal,Battery issue observed after PM cycle,6.7,2.34,207.46,1255.5,142.7,1398.2,Wear and tear,West,Coastal,CAT-450
FAIL_003194,GEN_0675,PM_006704,2024-12-05,2024-12-05,2024-12-05,Cooling,High,High,Cooling issue observed after PM cycle,8.99,6.81,724.35,1674.86,114.75,1789.61,Fuel contamination,West,Coastal,CAT-450
FAIL_003195,GEN_0675,PM_006704,2024-12-14,2024-12-14,2024-12-14,Oil,Low,Normal,Oil issue observed after PM cycle,6.5,5.55,525.81,802.55,164.56,967.11,Fuel contamination,West,Coastal,CAT-450
FAIL_003196,GEN_0677,PM_006716,2023-07-07,2023-07-07,2023-07-07,Oil,Medium,Normal,Oil issue observed after PM cycle,3.41,3.27,232.13,848.77,246.98,1095.75,Overdue maintenance,South,Rural,MTU-480
FAIL_003197,GEN_0677,PM_006716,2023-07-23,2023-07-23,2023-07-23,Oil,Medium,Normal,Oil issue observed after PM cycle,1.0,3.18,331.45,629.08,140.34,769.42,Electrical instability,South,Rural,MTU-480
FAIL_003198,GEN_0677,PM_006718,2024-01-20,2024-01-20,2024-01-20,Battery,Low,Normal,Battery issue observed after PM cycle,4.15,3.02,219.57,345.38,217.83,563.21,Electrical instability,South,Rural,MTU-480
FAIL_003199,GEN_0677,PM_006721,2024-10-29,2024-10-29,2024-10-29,Control Panel,Low,Normal,Control Panel issue observed after PM cycle,6.95,5.7,591.06,670.78,139.38,810.16,Wear and tear,South,Rural,MTU-480
FAIL_003200,GEN_0678,PM_006726,2023-04-01,2023-04-01,2023-04-01,Oil,High,High,Oil issue observed after PM cycle,7.62,5.55,440.56,1374.81,207.66,1582.47,Wear and tear,South,Urban,KOH-400
FAIL_003201,GEN_0678,PM_006726,2023-04-25,2023-04-25,2023-04-25,Oil,Critical,High,Oil issue observed after PM cycle,12.0,4.15,337.5,1648.75,190.58,1839.33,Fuel contamination,South,Urban,KOH-400
FAIL_003202,GEN_0678,PM_006727,2023-08-08,2023-08-08,2023-08-08,Cooling,Critical,High,Cooling issue observed after PM cycle,12.8,5.46,596.6,1458.35,224.27,1682.62,Wear and tear,South,Urban,KOH-400
FAIL_003203,GEN_0678,PM_006731,2024-09-07,2024-09-07,2024-09-07,Battery,Low,Normal,Battery issue observed after PM cycle,5.16,4.69,481.48,769.34,166.5,935.84,Electrical instability,South,Urban,KOH-400
FAIL_003204,GEN_0678,PM_006732,2024-12-05,2024-12-05,2024-12-05,Starter,Critical,High,Starter issue observed after PM cycle,9.97,3.9,386.14,1484.43,177.41,1661.84,Overdue maintenance,South,Urban,KOH-400
FAIL_003205,GEN_0678,PM_006732,2024-12-06,2024-12-06,2024-12-06,Battery,Low,Normal,Battery issue observed after PM cycle,6.77,4.54,434.02,740.28,136.97,877.25,Wear and tear,South,Urban,KOH-400
FAIL_003206,GEN_0678,PM_006732,2025-01-09,2025-01-09,2025-01-09,Starter,Medium,Normal,Starter issue observed after PM cycle,8.03,2.84,194.02,1126.83,168.09,1294.92,Wear and tear,South,Urban,KOH-400
FAIL_003207,GEN_0678,PM_006734,2025-07-16,2025-07-16,2025-07-16,Oil,Medium,Normal,Oil issue observed after PM cycle,6.6,4.33,289.41,666.48,212.12,878.6,Overdue maintenance,South,Urban,KOH-400
FAIL_003208,GEN_0678,PM_006735,2025-11-06,2025-11-06,2025-11-06,Starter,High,High,Starter issue observed after PM cycle,12.4,6.32,579.0,1285.23,230.76,1515.99,Wear and tear,South,Urban,KOH-400
FAIL_003209,GEN_0678,PM_006735,2025-11-06,2025-11-06,2025-11-06,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,7.92,3.35,264.81,867.92,134.96,1002.88,Fuel contamination,South,Urban,KOH-400
FAIL_003210,GEN_0679,PM_006738,2023-06-21,2023-06-21,2023-06-21,Alternator,High,High,Alternator issue observed after PM cycle,9.19,6.36,572.81,2000.7,229.92,2230.62,Heat stress,South,Hot-Dry,CUM-500
FAIL_003211,GEN_0679,PM_006738,2023-07-01,2023-07-01,2023-07-01,Starter,High,High,Starter issue observed after PM cycle,11.52,3.95,425.96,1394.14,223.86,1618.0,Wear and tear,South,Hot-Dry,CUM-500
FAIL_003212,GEN_0679,PM_006738,2023-08-20,2023-08-20,2023-08-20,Fuel,Medium,Normal,Fuel issue observed after PM cycle,2.44,3.65,263.24,1331.49,191.67,1523.16,Heat stress,South,Hot-Dry,CUM-500
FAIL_003213,GEN_0679,PM_006739,2023-11-03,2023-11-03,2023-11-03,Oil,High,High,Oil issue observed after PM cycle,6.97,5.44,514.11,1118.16,182.38,1300.54,Corrosion,South,Hot-Dry,CUM-500
FAIL_003214,GEN_0679,PM_006741,2024-03-29,2024-03-29,2024-03-29,Battery,Medium,Normal,Battery issue observed after PM cycle,6.56,4.12,382.44,583.38,92.61,675.99,Heat stress,South,Hot-Dry,CUM-500
FAIL_003215,GEN_0680,PM_006755,2025-08-01,2025-08-01,2025-08-01,Fuel,Low,Normal,Fuel issue observed after PM cycle,8.43,3.78,334.07,166.66,237.92,404.58,Corrosion,East,Rural,CUM-500
FAIL_003216,GEN_0681,PM_006759,2023-09-25,2023-09-25,2023-09-25,Alternator,Medium,Normal,Alternator issue observed after PM cycle,8.42,4.61,319.65,647.04,213.95,860.99,Overdue maintenance,Central,Cold,GENX-550
FAIL_003217,GEN_0681,PM_006761,2024-03-26,2024-03-26,2024-03-26,Starter,Low,Normal,Starter issue observed after PM cycle,5.19,3.2,247.59,722.01,189.17,911.18,Wear and tear,Central,Cold,GENX-550
FAIL_003218,GEN_0681,PM_006762,2024-06-30,2024-06-30,2024-06-30,Fuel,High,High,Fuel issue observed after PM cycle,7.3,4.47,380.46,1642.61,204.67,1847.28,Wear and tear,Central,Cold,GENX-550
FAIL_003219,GEN_0681,PM_006762,2024-07-15,2024-07-15,2024-07-15,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,3.29,2.46,190.17,757.91,144.79,902.7,Wear and tear,Central,Cold,GENX-550
FAIL_003220,GEN_0681,PM_006762,2024-08-10,2024-08-10,2024-08-10,Oil,Medium,Normal,Oil issue observed after PM cycle,7.17,5.0,394.87,1317.22,239.31,1556.53,Fuel contamination,Central,Cold,GENX-550
FAIL_003221,GEN_0681,PM_006763,2024-10-28,2024-10-28,2024-10-28,Control Panel,Medium,Normal,Control Panel issue observed after PM cycle,5.96,3.03,205.97,539.07,183.59,722.66,Overdue maintenance,Central,Cold,GENX-550
FAIL_003222,GEN_0681,PM_006763,2024-11-06,2024-11-06,2024-11-06,Oil,Medium,Normal,Oil issue observed after PM cycle,8.14,4.69,496.36,717.84,199.22,917.06,Electrical instability,Central,Cold,GENX-550
FAIL_003223,GEN_0682,PM_006769,2023-04-20,2023-04-20,2023-04-20,Oil,Medium,Normal,Oil issue observed after PM cycle,7.56,5.37,579.65,1654.04,191.26,1845.3,Heat stress,North,Coastal,CUM-500
FAIL_003224,GEN_0682,PM_006770,2023-08-14,2023-08-14,2023-08-14,Cooling,Low,Normal,Cooling issue observed after PM cycle,7.12,3.24,296.5,1036.82,164.59,1201.41,Overdue maintenance,North,Coastal,CUM-500
FAIL_003225,GEN_0682,PM_006771,2024-01-04,2024-01-04,2024-01-04,Battery,Low,Normal,Battery issue observed after PM cycle,9.0,2.99,310.34,1480.08,174.48,1654.56,Electrical instability,North,Coastal,CUM-500
FAIL_003226,GEN_0682,PM_006774,2024-10-26,2024-10-26,2024-10-26,Cooling,Medium,Normal,Cooling issue observed after PM cycle,8.0,4.13,439.75,780.59,165.32,945.91,Overdue maintenance,North,Coastal,CUM-500
FAIL_003227,GEN_0682,PM_006774,2024-11-13,2024-11-13,2024-11-13,Oil,High,High,Oil issue observed after PM cycle,12.77,5.78,551.0,1891.09,234.34,2125.43,Overdue maintenance,North,Coastal,CUM-500
FAIL_003228,GEN_0682,PM_006776,2025-08-21,2025-08-21,2025-08-21,Fuel,Low,Normal,Fuel issue observed after PM cycle,7.28,4.84,448.17,1120.62,179.31,1299.93,Wear and tear,North,Coastal,CUM-500
FAIL_003229,GEN_0682,PM_006777,2025-12-11,2025-12-11,2025-12-11,Alternator,High,High,Alternator issue observed after PM cycle,10.56,6.73,680.14,1637.47,173.49,1810.96,Electrical instability,North,Coastal,CUM-500
FAIL_003230,GEN_0683,PM_006779,2023-05-30,2023-05-30,2023-05-30,Alternator,Low,Normal,Alternator issue observed after PM cycle,2.55,1.81,158.37,537.64,170.29,707.93,Overdue maintenance,South,Coastal,CAT-450
FAIL_003231,GEN_0683,PM_006779,2023-06-25,2023-06-25,2023-06-25,Battery,Medium,Normal,Battery issue observed after PM cycle,5.98,2.46,255.75,1131.22,256.98,1388.2,Fuel contamination,South,Coastal,CAT-450
FAIL_003232,GEN_0683,PM_006784,2024-08-21,2024-08-21,2024-08-21,Fuel,Medium,Normal,Fuel issue observed after PM cycle,3.88,3.81,351.91,290.99,208.04,499.03,Electrical instability,South,Coastal,CAT-450
FAIL_003233,GEN_0683,PM_006785,2025-01-29,2025-01-29,2025-01-29,Battery,High,High,Battery issue observed after PM cycle,7.69,7.38,496.65,1294.28,225.65,1519.93,Heat stress,South,Coastal,CAT-450
FAIL_003234,GEN_0683,PM_006786,2025-04-25,2025-04-25,2025-04-25,Fuel,Medium,Normal,Fuel issue observed after PM cycle,1.77,3.49,321.22,896.21,199.18,1095.39,Wear and tear,South,Coastal,CAT-450
FAIL_003235,GEN_0683,PM_006788,2025-11-14,2025-11-14,2025-11-14,Battery,Medium,Normal,Battery issue observed after PM cycle,4.41,4.26,309.74,144.63,212.43,357.06,Wear and tear,South,Coastal,CAT-450
